Key,Value,Original
35013293,"Сторожка ""Жаждущее Подземелье""",The Thirsty Dungeon Lodge
35021238,Рогунну-Ком,Rhogunnu-Kom
35035907,Калирикат,Kalirikat
35041490,Двор Майрпте,Mairpte Court
35042205,Лачуга Старой М'уркфа,Old M'urkfa's Hovel
35043672,Муннуреа,Munnurea
35058602,Фруктовый Сад Таз,Taz Orchard
35067198,Холд Лхир'керна,Lhir'kern's Hold
35069418,Питаллага,Pythallaga
35654957,Святилище Джим Сей,Jhim Sei Shrine
35655395,Туннель Родин,The Rodyn Tunnel
35659041,Крепость Хартслей,The Fortress of Hearthsley
35661802,Хижина Кингхарт,The Kinghart Cabin
35672105,Особняк Гринстон,Greenston Manor
35699194,Кладбище Копперхаус,The Copperhouse Graveyard
35701990,Гримтаун,Grimtown
35704029,Ферма Старой Барбории,Old Barborya's Farm
35711887,Усадьба Грининг,The Greening Farmstead
35717703,Холл Гирхауз,Gaerhouse Hall
35719283,Особняк Бакингслей,Buckingsley Manor
35731740,Руины Усадьбы Гэрхем,Ruins of The Gaerham Farmstead
35750229,Старое Жилище Мурфилд,The Old Moorfield Place
35757283,Старое Жилище Копперсли,The Old Coppersly Place
35764684,Холл Мурсли,Moorsly Hall
35765900,"Паб ""Рысь и Штурвал""",The Lynx and Helm Pub
35775994,Извечный Оракул Мары,Perpetual Oracle of Mara
35790853,Сингмот,Singmoth
35809394,Чаренсестер,Charencester
35811451,Грот Балебраса,The Grotto of Balebras
35840437,Кладбище Йеомтон,The Yeomton Cemetery
35854242,Святилище Маэлодеуса,The Shrine of Maelodeusa
35878561,Холл Мастерслей,Mastersley Hall
35935229,Старое Жилище Миртта,The Old Mirtta Place
35938491,Старая Лачуга Граюн,The Old Grajun Hovel
35941444,Монумент Дивад,Divad Monument
35957224,Лачуга Старый Флиртам,The Old Flirhtam Shack
35961124,Старая Лачуга Нхогхт,The Old Nhoght Shack
35974352,Академия Гатрн,The Gathrn Academy
35990300,Багакага,Baghakaga
36006958,Замок Каорхтом,Castle Caorhtom
36023046,Могеназар,Mogenazar
36057193,Руины Амбара Сауллур,Ruins of Saullur Grange
36061878,"Сторожка ""Перо и Священник""",The Feather and Priest Lodge
36069827,Старая Лачуга Д'ош,The Old D'osh Shack
36084487,Крепость Блисен,The Stronghold of Blisen
36090806,Ахакадису,Akhakadisu
36092040,Могопаа,Mogopaa
36096234,Элоха-Хасси,Eloha-Hassi
36107196,Старое Жилище Нагтем,The Old Naghtem Place
36116757,Цитадель Кайске,The Citadel of Caiske
36117998,Холд Душрна,Dushrn's Hold
36703554,Руины Лачуги Старой Белладиссы,Ruins of Old Belladyssa's Shack
36704011,Гробницы Вудсмит,The Woodsmith Tombs
36707631,Баэлмонт,Baelmont
36710401,Конура Троготлас,The Trogotlas Mews
36720709,Святилище Джим Сей,Jhim Sei Shrine
36747803,Дворец Харткрофт,Hearthcroft Palace
36750569,Ферма Старой Лисивиры,Old Lysyvyra's Farm
36752622,Дворец Гаерслей,Gaersley Palace
36760465,Ньютаун,Newtown
36766289,"Паб ""Танцующий Замок""",The Dancing Castle Pub
36770828,Чархам,Charham
36780324,Амбар Бакингтон,Buckington Grange
36798809,Священная Душа Стендарра,Sacred Soul of Stendarr
36805861,Холл Коппервинг,Copperwing Hall
36814229,Холл Мурхарт,Moorhart Hall
36814497,Амбар Копперсли,Coppersly Grange
36824589,Усадьба Вудтон,The Woodton Farmstead
36840401,Тюрьма Агрин,The Agryn Prison
36857986,Холдейл,Holdale
36860045,Руины Холда Мурсмита,Ruins of Moorsmith's Hold
36889015,Сад Фонтвуд,Fontwood Garden
36902847,Руины Сторожевой Башни Мастерфорд,Ruins of Masterford's Guard
36929134,Двор Упуолл,Upwall Court
36983817,Замок Рлерхтим,Castle Rlerhtim
36987071,Дом Герцога Баранеззара,The House of Duke Baranezzar
36990026,Страшный Искупитель Джулианоса,Fearful Redeemer of Julianos
37006757,"Паб ""Золотой Гоблин""",The Gold Goblin Pub
37009745,Лаборатория Нагхтура,The Laboratory of Naghtur
37022938,Тулааакрег,Tulaaaqreg
37038887,Хижина Мост,The Most Cabin
37055545,Усадьба Фаарм,The Faarm Farmstead
37071626,Башня Дифилин,Tower Difylin
37106662,Руины Сторожевой Башни Мерима,Ruins of Merim's Guard
37111436,Могильник Глатх,The Glath Burial Ground
37118416,Святилище Джоун,Shrine of Jone
37133068,Вечный Оракул Мары,Eternal Oracle of Mara
37139395,Шахты Гохт,The Gocht Mines
37140646,Холл Крердур,Krerdur Hall
37146812,Кладбище Флавте,The Flavte Graveyard
37155800,Трицерлас,Tricerlas
37165345,Руины Старой Лачуги Клурким,Ruins of The Old Klurkim Shack
37166586,Сторожевая Башня Гларким,Glarkim's Guard
37752134,Башни Гринсли,Greensly Tower
37752631,Старая Хибара Копперсмит,The Old Coppersmith Hovel
37756318,Поющий Искупитель Стендарра,Singing Redeemer of Stendarr
37759012,Кабал Эвелары,The Cabal of Evelara
37769295,"Таверна ""Белая Фея""",The White Fairy Inn
37796382,Башня Виккрофт,Tower Wickcroft
37800088,Фруктовый Сад Бакингсли,Buckingsley Orchard
37801201,Хартвинг Тауэр,Hearthwing Tower
37809066,Могилы Копперстона,The Graves of Copperston
37815834,Святейший Идол Мары,Sacred Idol of Mara
37819410,Замок Кингфилд,Castle Kingfield
37829910,Извечный Восход Зенитара,Perpetual Sunrise of Zenithar
37848333,Вайткасл,Whitecastle
37854452,Лонгли Энд,Longleigh End
37862834,Лачуга Старой Эвелольды,Old Evelolda's Shack
37864020,Усадьба Викхаус,The Wickhouse Farmstead
37874104,Холл Хартвинг,Hearthwing Hall
37888982,Крипты Йеомхам,THe Crypts of Yeomham
37906578,Ньюли,Newley
37908628,Лачуга Старой Эвелории,Old Evelorya's Shack
37937628,Старое Жилище Кингсмит,The Old Kingsmith Place
37951443,Усадьба Кингстон,The Kingston Farmstead
37977715,Руины Жилища Старой Исин,Ruins of Old Ysyn's Place
38032399,Макоада,Makoada
38035654,Элания,Elania
38039544,Месумбасия,Mesumbasia
38055401,Монумент Дивад,Divad Monument
38059272,"Сторожка ""Гоблин Дьявола""",The Devil's Goblin Lodge
38071518,Священный Идол Зенитара,Sacred Idol of Zenithar
38088433,Руины Фермы Старой Фички,Ruins of Old Fichca's Farm
38105100,Усадьба Сиарц,The Cyarc Farmstead
38120204,Лачуга Старой Влерпти,Old Vlerptha's Hovel
38155335,"Таверна ""Крыса и Замок""",The Rat and Castle Tavern
38160033,Склепы Слармим,The Slarmim Crypts
38167971,Хижина Клолдем,The Kloldem Cabin
38182594,Вечный Алтарь Мары,Eternal Altar of Mara
38188936,"Хостел ""Серебряный Барсук""",The Silver Badger Hostel
38191201,Старая Лачуга Саз,The Old Saz Shack
38204410,Руины Холла Рлогт,Ruins of Rloght Hall
38213929,Лачуга Старой Байши,Old Baishi's Hovel
38215174,Башня Нхерг,The Tower of Nherg
38800718,Руины Старого Жилища Хокхарт,Ruins of The Old Hawkhart Place
38801209,Руины Двора Гаерсмит,Ruins of Gaersmith Court
38805781,Руины Двора Копперсмит,Ruins of Coppersmith Court
38808527,Усадьба Кингхэм,The Kingham Farmstead
38817879,Стокварк,Stokwark
38845911,Двор Мурслей,Moorsley Court
38848675,Кроммонт,Crommont
38849790,Усадьба Мастерхаус,The Masterhouse Farmstead
38857649,Амбар Вудтон,Woodton Grange
38864414,Старое Жилище Гаэринг,The Old Gaering Place
38868003,"Хостел ""Скорпион Короля""",The King's Scorpion Hostel
38878489,Усадьба Копперхэм,The Copperham Farmstead
38896943,Могильник Вудкрофт,The Woodcroft Burial Ground
38904008,Вечный Свет Кинарет,Eternal Light of Kynareth
38912376,Особняк Йеомкрофт,Yeomcroft Manor
38912631,Башня Гринхаус,The Tower of Greenhouse
38922701,Особняк Кингфорд,Kingford Manor
38937561,Чартон,Charton
38956133,Кромфорд,Cromford
38958164,Секус,Sekus
38986206,Хорбридж,Horbridge
39000033,Руины Дворца Йеомвинг,Ruins of Yeomwing Palace
39027283,Старая Хибара Виксмит,The Old Wicksmith Hovel
39080999,Особняк Торч,Torch Manor
39084232,Плантация Дхулпим,The Dhulpim Plantation
39088169,Руины Холла Влердин,Ruins of Vlerdin Hall
39104906,"Таверна ""Крот и Грифон""",The Mole and Griffin Tavern
39107855,Холл Блирдта,Blirdta Hall
39120099,Усадьба Лхордер,The Lhorder Farmstead
39138011,Двор Фластар,Flastar Court
39153678,Ахахану,Akhahanu
39168809,"Хостел ""Зеленое Подземелье""",The Green Dungeon Hostel
39204823,Амбар Рликтта,Rlictta Grange
39209582,"Паб ""Золотая Коза""",The Gold Goat Pub
39216553,Жалария,Jalaria
39231177,Холл Вач,Vach Hall
39237520,"Хостел ""Смеющийся Варвар""",The Laughing Barbarian Hostel
39239783,Радостная Звезда Мары,Joyous Star of Mara
39253991,Усадьба Рурнам,The Rhurnam Farmstead
39262516,Ферма Старой Фхойбы,Old Fhojba's Farm
39264746,Дамалла-Кором,Damalla-Korom
39849310,Руины Холла Херттон,Ruins of Hearthton Hall
39849797,"Сторожка ""Серебряный Джинн""",The Silver Djinn Lodge
39854365,Особняк Вудслей,Woodsley Manor
39857113,Усадьба Грининг,The Greening Farmstead
39867389,Лаборатория Агростир,Agristyr Laboratory
39894496,Особняк Мурэм,Moorham Manor
39897258,"Паб ""Ржавый Великан""",The Rusty Giant Pub
39899311,Блэкмаркет,Blackmarket
39907209,Святилище К'Олвен,Shrine of Q'Olwen
39913020,Старое Жилище Гаерфилд,The Old Gaerfield Place
39916596,Башни Копперсли,Coppersly Tower
39927067,Вайлдервиль,Wilderville
39945522,Усадьба Хоуквинг,The Hawkwing Farmstead
39952595,"Хостел ""Собака Королевы""",The Queen's Dog Hostel
39960983,"Сторожка ""Ржавый Кувшин""",The Rusty Jug Lodge
39962191,Усадьба Хартслей,The Hearthsley Farmstead
39971281,Холл Кингхэм,Kingham Hall
39986144,Честербури,Chesterbury
40004726,Ферма Старой Ваннории,Old Vannorya's Farm
40006787,Руины Особняка Мастерстон,Ruins of Masterston Manor
40034793,Кладбище Гаерсмит,The Gaersmith Graveyard
40048624,Руины Фермы Старой Ванниррьи,Ruins of Old Vannyrrya's Farm
40076870,Кладбище Гервинг,The Gaerwing Cemetery
40129580,Маконила,Makonilah
40133834,"Таверна ""Кричащий Скорпион""",The Screaming Scorpion Inn
40137683,Плачущее Знамение Джулианоса,Weeping Omen of Julianos
40153505,"Паб ""Красный Джинн""",The Red Djinn Pub
40156445,"Таверна ""Летающий Кувшин""",The Flying Jug Inn
40168734,Руины Замка Стуллтен,Ruins of Castle Stullten
40186613,Иссакеиса,Issaqeisa
40202270,Ахотудата,Akhotudata
40217430,Курган Даркулота,The Barrow of Darkuloth
40253489,Сиро-Ком,Syro-Kom
40258178,Дворец Лос,Lhos Palace
40267110,Старая Лачуга Шевум,The Old Shevum Hovel
40279784,Усадьба Рлеш,The Rlesh Farmstead
